company,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Race,Education
Google,169000,10,2,Male,Asian,Bachelor's Degree
Microsoft,178000,6,6,Male,White,Master's Degree
Google,318000,4,1,Male,Asian,Master's Degree
Google,348000,13,8,Male,White,Bachelor's Degree
Microsoft,203000,5,1,Male,Asian,Master's Degree
Facebook,242000,3,0,Male,Asian,Master's Degree
Amazon,205000,5,3,Male,Asian,Master's Degree
Google,244000,6,4,Male,Hispanic,Bachelor's Degree
Amazon,120000,7,0,Female,White,Bachelor's Degree
Facebook,315000,6,0,Male,White,Bachelor's Degree
Amazon,194000,10,2,Male,Hispanic,Bachelor's Degree
Amazon,177000,1,0,Male,Asian,Master's Degree
Microsoft,208000,5,0,Male,White,Bachelor's Degree
Amazon,217000,14,5,Male,Hispanic,Bachelor's Degree
Amazon,168000,9,0,Male,Asian,Bachelor's Degree
Facebook,180000,0,0,Male,Asian,Master's Degree
Microsoft,187000,0,0,Male,Hispanic,Bachelor's Degree
Google,245000,2,2,Male,Asian,Bachelor's Degree
Microsoft,167000,1,1,Female,Asian,Bachelor's Degree
Facebook,261000,6,2,Male,Asian,Master's Degree
Amazon,186000,7,5,Male,Asian,Master's Degree
Facebook,230000,1,1,Male,White,Master's Degree
Apple,181000,2,0,Male,Asian,Master's Degree
Facebook,200000,6,1,Male,Two Or More,Master's Degree
Amazon,196000,3,3,Female,Asian,Master's Degree
Oracle,336000,13,0,Male,Asian,Master's Degree
Google,216000,5,0,Male,Hispanic,Master's Degree
Facebook,240000,6,1,Male,Hispanic,Bachelor's Degree
Apple,320000,15,7,Male,Asian,Bachelor's Degree
Microsoft,161000,2,2,Male,White,Bachelor's Degree
Facebook,175000,1,1,Male,Asian,Master's Degree
Oracle,143000,15,13,Male,White,Master's Degree
Oracle,143000,15,13,Male,White,Master's Degree
Microsoft,176000,10,1,Male,Asian,Bachelor's Degree
Microsoft,290000,19,1,Male,Asian,Master's Degree
Microsoft,290000,17,12,Male,Asian,Bachelor's Degree
Facebook,218000,11,1,Male,White,Highschool
Microsoft,225000,3,3,Male,Asian,Master's Degree
Microsoft,245000,19,7,Male,Asian,Master's Degree
Amazon,210000,2,0,Male,White,Bachelor's Degree
Google,324000,10,4,Male,Two Or More,Master's Degree
Amazon,177000,0,0,Male,Asian,Bachelor's Degree
Google,283000,4,4,Male,Asian,Master's Degree
Facebook,460000,8,3,Male,Two Or More,Bachelor's Degree
Amazon,225000,2,0,Male,Asian,Master's Degree
Amazon,220000,14,5,Male,Asian,Master's Degree
Apple,510000,12,3,Male,White,PhD
Amazon,296000,8,0,Male,Asian,Master's Degree
Microsoft,72000,8,3,Male,Asian,Bachelor's Degree
Microsoft,145000,0,0,Female,Black,Bachelor's Degree
Amazon,171000,2,0,Male,White,Highschool
Google,192000,0,0,Male,Asian,Bachelor's Degree
Google,376000,13,1,Male,Asian,Master's Degree
Amazon,310000,8,3,Male,Asian,Master's Degree
Amazon,128000,3,1,Male,Asian,Master's Degree
Amazon,175000,5,0,Male,Asian,Master's Degree
Facebook,524000,17,0,Male,White,Master's Degree
Amazon,131000,2,2,Male,Hispanic,Master's Degree
Microsoft,340000,15,15,Male,Asian,Bachelor's Degree
Microsoft,159000,4,2,Female,Asian,Bachelor's Degree
Apple,402000,15,5,Male,White,Bachelor's Degree
Google,288000,3,3,Male,White,Master's Degree
Amazon,149000,7,0,Male,White,Bachelor's Degree
Amazon,130000,1,1,Male,Asian,Bachelor's Degree
Oracle,550000,16,2,Male,Asian,Master's Degree
Facebook,850000,15,1,Female,Asian,Master's Degree
Amazon,220000,7,4,Male,Asian,Master's Degree
Facebook,716000,9,5,Male,White,Master's Degree
Google,288000,4,0,Male,White,PhD
Google,13000,0,0,Male,Asian,Bachelor's Degree
Microsoft,320000,8,8,Male,White,Master's Degree
Amazon,222000,12,2,Male,White,Bachelor's Degree
Google,206000,2,2,Male,Asian,Bachelor's Degree
Amazon,153000,1,0,Male,White,Master's Degree
Facebook,165000,1,1,Male,Asian,Bachelor's Degree
Google,267000,3,3,Male,Two Or More,PhD
Amazon,207000,7,4,Male,Asian,Master's Degree
Google,308000,3,3,Male,Asian,Bachelor's Degree
Microsoft,173000,2,0,Female,Asian,Master's Degree
Microsoft,195000,7,3,Female,Asian,Bachelor's Degree
Microsoft,195000,6,4,Male,White,Bachelor's Degree
Google,200000,9,3,Male,White,Master's Degree
Apple,438000,13,4,Male,White,Bachelor's Degree
Microsoft,215000,3,3,Male,Asian,Bachelor's Degree
Apple,320000,9,4,Male,White,Master's Degree
Google,282000,6,0,Male,Hispanic,Bachelor's Degree
Amazon,400000,8,4,Female,White,PhD
Google,243000,8,1,Male,White,Master's Degree
Microsoft,190000,5,3,Male,Asian,Bachelor's Degree
Amazon,284000,2,0,Male,Asian,Bachelor's Degree
Microsoft,157000,2,0,Female,Asian,Bachelor's Degree
Facebook,250000,4,4,Male,White,Bachelor's Degree
Google,216000,1,1,Female,Asian,Master's Degree
Google,195000,0,0,Male,Hispanic,Bachelor's Degree
Amazon,250000,20,0,Male,White,Master's Degree
Google,344000,15,1,Male,Asian,PhD
Amazon,265000,3,0,Male,Asian,Master's Degree
Facebook,202000,1,1,Male,Asian,Master's Degree
Facebook,155000,0,0,Female,Asian,Bachelor's Degree
Microsoft,225000,9,2,Male,White,Master's Degree
Apple,856000,16,4,Male,White,Bachelor's Degree
Google,110000,0,0,Male,Asian,Bachelor's Degree
Microsoft,185000,2,0,Male,White,Master's Degree
Amazon,93000,0,0,Male,Asian,Bachelor's Degree
Facebook,280000,5,4,Male,Asian,Bachelor's Degree
Microsoft,163000,5,5,Male,Two Or More,Bachelor's Degree
Microsoft,157000,4,3,Male,Asian,Master's Degree
Amazon,135000,5,5,Female,Asian,Bachelor's Degree
Amazon,130000,5,5,Male,White,Bachelor's Degree
Facebook,240000,4,3,Male,Asian,Bachelor's Degree
Facebook,209000,10,4,Female,White,Bachelor's Degree
Google,363000,6,6,Female,Asian,Master's Degree
Amazon,188000,0,0,Male,Asian,Bachelor's Degree
Microsoft,123000,0,0,Male,Asian,Master's Degree
Amazon,420000,15,7,Male,White,Bachelor's Degree
Oracle,200000,12,2,Male,White,Bachelor's Degree
Amazon,127000,9,0,Female,Asian,Master's Degree
Oracle,165000,12,1,Female,White,Bachelor's Degree
Amazon,244000,15,2,Male,Asian,Bachelor's Degree
Facebook,223000,7,1,Male,White,Master's Degree
Microsoft,88000,5,5,Female,Asian,Bachelor's Degree
Amazon,143000,9,0,Male,Asian,Bachelor's Degree
Amazon,136000,4,1,Male,Hispanic,Master's Degree
Oracle,330000,6,4,Male,White,Highschool
Amazon,133000,3,2,Male,Asian,Master's Degree
Amazon,146000,15,2,Female,Black,Bachelor's Degree
Amazon,200000,2,2,Male,White,Bachelor's Degree
Microsoft,220000,7,0,Female,White,Bachelor's Degree
Amazon,200000,4,2,Male,Asian,Master's Degree
Amazon,20000,1,1,Male,Asian,Bachelor's Degree
Facebook,231000,10,1,Male,Black,Master's Degree
Google,172000,11,11,Female,White,Bachelor's Degree
Apple,315000,13,6,Female,Asian,Bachelor's Degree
Google,347000,16,13,Male,White,Master's Degree
Microsoft,197000,4,0,Male,Asian,Bachelor's Degree
Microsoft,152000,2,2,Male,White,Bachelor's Degree
Amazon,230000,5,0,Male,White,Master's Degree
Google,179000,0,0,Male,White,Master's Degree
Google,313000,22,9,Male,Asian,Master's Degree
Facebook,337000,15,3,Male,White,Master's Degree
Amazon,150000,0,0,Female,Asian,Bachelor's Degree
Facebook,214000,4,0,Male,White,Master's Degree
Amazon,159000,1,1,Male,Two Or More,Bachelor's Degree
Google,276000,5,0,Male,White,Bachelor's Degree
Amazon,205000,5,3,Male,Asian,Master's Degree
Amazon,264000,15,11,Male,Asian,Bachelor's Degree
Amazon,278000,1,1,Male,Asian,PhD
Google,276000,2,2,Female,Asian,PhD
Facebook,201000,3,0,Male,White,Bachelor's Degree
Amazon,30000,1,1,Male,Asian,Master's Degree
Google,240000,10,5,Female,White,Bachelor's Degree
Amazon,84000,1,1,Male,White,Bachelor's Degree
Apple,199000,2,0,Female,White,Bachelor's Degree
Oracle,175000,2,0,Female,White,Bachelor's Degree
Microsoft,239000,11,9,Male,Hispanic,Bachelor's Degree
Facebook,343000,11,0,Male,Asian,Master's Degree
Amazon,227000,4,3,Female,White,Bachelor's Degree
Google,428000,8,5,Male,White,PhD
Microsoft,60000,0,0,Male,Asian,Master's Degree
Amazon,161000,4,1,Female,White,Bachelor's Degree
Amazon,456000,17,4,Male,Asian,Master's Degree
Amazon,197000,5,2,Male,White,Master's Degree
Google,759000,17,2,Male,White,Bachelor's Degree
Amazon,205000,12,0,Male,Asian,Bachelor's Degree
Google,271000,6,0,Male,Asian,Master's Degree
Amazon,240000,21,4,Male,Asian,Master's Degree
Microsoft,165000,3,3,Male,Asian,Master's Degree
Amazon,190000,10,4,Female,Asian,Master's Degree
Microsoft,176000,6,4,Male,Asian,Master's Degree
Oracle,180000,0,0,Male,Two Or More,Bachelor's Degree
Facebook,329000,30,0,Male,White,Master's Degree
Amazon,145000,6,2,Female,Asian,Master's Degree
Apple,300000,17,3,Male,White,Master's Degree
Microsoft,163000,2,0,Male,Hispanic,Bachelor's Degree
Amazon,276000,8,3,Male,White,Master's Degree
Amazon,530000,14,10,Male,Asian,Master's Degree
Microsoft,56000,6,1,Female,Asian,Master's Degree
Amazon,205000,5,1,Male,White,Master's Degree
Amazon,275000,23,0,Male,White,Bachelor's Degree
Facebook,280000,6,0,Male,Asian,Master's Degree
Google,243000,2,2,Male,Asian,Master's Degree
Google,230000,12,2,Male,White,Bachelor's Degree
Facebook,239000,4,3,Male,Asian,Master's Degree
Microsoft,141000,0,0,Male,Black,Bachelor's Degree
Oracle,215000,15,10,Male,Hispanic,Bachelor's Degree
Amazon,251000,20,0,Male,White,Master's Degree
Amazon,460000,11,10,Male,Asian,Bachelor's Degree
Google,289000,4,4,Female,Asian,Master's Degree
Amazon,203000,3,3,Female,Asian,Master's Degree
Facebook,175000,7,2,Male,Asian,Bachelor's Degree
Google,132000,0,0,Male,White,Master's Degree
Apple,216000,6,0,Male,Asian,Master's Degree
Google,200000,2,0,Male,Asian,Master's Degree
Microsoft,188000,20,6,Male,White,Bachelor's Degree
Facebook,152000,8,2,Female,White,Bachelor's Degree
Amazon,151000,2,0,Male,White,Bachelor's Degree
Google,380000,5,3,Male,Asian,PhD
Amazon,148000,0,0,Male,Asian,Master's Degree
Google,254000,15,1,Male,Asian,Master's Degree
Oracle,190000,0,0,Male,White,Bachelor's Degree
Microsoft,168000,3,3,Male,White,Bachelor's Degree
Amazon,219000,4,2,Male,White,Bachelor's Degree
Google,321000,6,5,Male,Asian,Master's Degree
Google,500000,6,6,Male,White,Master's Degree
Microsoft,224000,15,4,Male,White,Master's Degree
Apple,279000,7,0,Male,White,Master's Degree
Facebook,508000,14,0,Male,White,Bachelor's Degree
Amazon,180000,0,0,Male,White,Master's Degree
Google,215000,1,0,Male,Asian,Bachelor's Degree
Amazon,192000,2,0,Male,White,Bachelor's Degree
Microsoft,200000,6,1,Female,Hispanic,Master's Degree
Microsoft,253000,22,9,Male,Asian,Master's Degree
Amazon,85000,0,0,Male,White,Bachelor's Degree
Google,166000,5,3,Female,White,Bachelor's Degree
Facebook,234000,3,1,Male,Asian,Master's Degree
Microsoft,1130000,13,0,Male,White,Master's Degree
Amazon,151000,10,4,Female,White,Master's Degree
Microsoft,96000,3,3,Male,Asian,Bachelor's Degree
Amazon,230000,1,1,Female,White,Bachelor's Degree
Amazon,180000,9,1,Male,Black,Bachelor's Degree
Microsoft,69000,7,0,Male,Asian,Bachelor's Degree
Amazon,133000,9,3,Male,White,Bachelor's Degree
Google,260000,10,2,Female,Asian,Bachelor's Degree
Google,1218000,14,12,Male,Asian,PhD
Amazon,165000,13,2,Male,White,Bachelor's Degree
Amazon,58000,4,4,Male,Asian,Bachelor's Degree
Microsoft,176000,4,4,Female,White,Bachelor's Degree
Microsoft,175000,4,0,Male,Hispanic,Master's Degree
Microsoft,140000,2,2,Female,Hispanic,Bachelor's Degree
Amazon,100000,1,1,Male,White,Bachelor's Degree
Google,265000,6,1,Male,Asian,Master's Degree
Google,199000,3,3,Female,Asian,Bachelor's Degree
Facebook,515000,25,0,Male,White,Bachelor's Degree
Microsoft,136000,10,7,Male,White,Bachelor's Degree
Apple,152000,9,3,Female,Asian,Master's Degree
Google,630000,27,12,Male,White,Bachelor's Degree
Google,280000,4,1,Male,Asian,Bachelor's Degree
Facebook,264000,2,2,Male,Asian,Bachelor's Degree
Google,272000,9,3,Female,Asian,Master's Degree
Oracle,61000,4,0,Male,Asian,Master's Degree
Google,173000,5,1,Male,White,Bachelor's Degree
Amazon,325000,13,8,Male,White,Bachelor's Degree
Microsoft,167000,2,1,Male,Asian,Bachelor's Degree
Amazon,170000,10,0,Male,White,Master's Degree
Microsoft,305000,9,0,Male,Asian,Bachelor's Degree
Amazon,340000,5,5,Male,Asian,Master's Degree
Amazon,82000,10,2,Male,Hispanic,Master's Degree
Amazon,155000,4,0,Male,Asian,Master's Degree
Facebook,481000,19,1,Male,White,Bachelor's Degree
Amazon,245000,10,1,Female,White,Bachelor's Degree
Amazon,126000,6,0,Male,Asian,Bachelor's Degree
Amazon,650000,12,4,Male,White,Master's Degree
Facebook,390000,5,3,Male,Asian,Bachelor's Degree
Google,191000,4,1,Female,Asian,Bachelor's Degree
Amazon,135000,4,2,Male,Asian,Master's Degree
Oracle,167000,5,0,Male,Asian,Bachelor's Degree
Google,267000,5,1,Male,Asian,Master's Degree
Google,267000,5,1,Male,Asian,Master's Degree
Facebook,1225000,9,9,Male,White,Bachelor's Degree
Microsoft,161000,7,7,Male,White,Some College
Facebook,300000,0,0,Female,Asian,PhD
Amazon,220000,11,2,Female,Asian,Master's Degree
Amazon,317000,8,2,Male,White,Bachelor's Degree
Facebook,150000,3,2,Male,Asian,Bachelor's Degree
Microsoft,203000,25,1,Female,Hispanic,Bachelor's Degree
Amazon,123000,10,0,Male,White,Master's Degree
Amazon,32000,1,1,Male,Hispanic,Bachelor's Degree
Microsoft,46000,4,0,Male,Asian,Bachelor's Degree
Oracle,275000,11,3,Male,Asian,Bachelor's Degree
Amazon,150000,0,0,Female,Asian,Master's Degree
Facebook,385000,16,3,Female,White,Bachelor's Degree
Microsoft,66000,5,0,Female,Asian,Bachelor's Degree
Microsoft,133000,6,2,Male,Hispanic,Master's Degree
Facebook,500000,7,2,Male,White,PhD
Facebook,375000,15,0,Male,Two Or More,Master's Degree
Google,425000,20,9,Male,White,Some College
Amazon,163000,9,0,Male,White,Master's Degree
Facebook,215000,15,3,Male,White,Master's Degree
Google,260000,3,0,Male,Asian,Master's Degree
Google,235000,5,3,Male,Asian,Master's Degree
Amazon,760000,23,2,Male,Two Or More,Master's Degree
Google,365000,8,4,Male,White,Bachelor's Degree
Amazon,135000,6,2,Male,Black,PhD
Amazon,277000,16,6,Male,Asian,Master's Degree
Amazon,176000,0,0,Male,White,Bachelor's Degree
Amazon,153000,0,0,Female,White,Bachelor's Degree
Microsoft,43000,5,1,Male,Asian,Bachelor's Degree
Amazon,173000,0,0,Female,Asian,Master's Degree
Amazon,159000,5,2,Male,Asian,Master's Degree
Microsoft,175000,2,0,Male,Asian,Bachelor's Degree
Microsoft,435000,25,15,Female,White,Bachelor's Degree
Facebook,276000,2,2,Male,Asian,Master's Degree
Facebook,255000,5,5,Male,Hispanic,Bachelor's Degree
Microsoft,163000,16,3,Male,White,Bachelor's Degree
Microsoft,163000,16,3,Male,White,Bachelor's Degree
Amazon,244000,5,5,Male,Asian,Bachelor's Degree
Microsoft,284000,25,14,Female,Hispanic,Bachelor's Degree
Amazon,320000,4,0,Male,Asian,Master's Degree
Amazon,150000,0,0,Male,White,Bachelor's Degree
Amazon,220000,14,4,Male,Hispanic,Master's Degree
Microsoft,200000,4,4,Male,Asian,Master's Degree
Google,310000,7,1,Male,White,Master's Degree
Apple,214000,3,2,Male,White,Bachelor's Degree
Oracle,187000,4,4,Female,Asian,Master's Degree
Apple,133000,0,0,Male,White,Bachelor's Degree
Google,248000,20,3,Female,Hispanic,Master's Degree
Apple,245000,16,0,Male,Asian,Master's Degree
Oracle,26000,3,3,Male,Asian,Bachelor's Degree
Apple,225000,5,3,Male,Asian,Master's Degree
Microsoft,263000,5,5,Male,White,Bachelor's Degree
Microsoft,233000,10,3,Male,White,Some College
Facebook,398000,6,0,Male,Asian,Master's Degree
Microsoft,273000,5,0,Male,Asian,Master's Degree
Microsoft,168000,3,0,Male,Asian,Master's Degree
Microsoft,154000,2,0,Male,Black,Bachelor's Degree
Facebook,251000,7,0,Male,White,Bachelor's Degree
Amazon,210000,12,1,Male,Two Or More,Bachelor's Degree
Facebook,360000,8,0,Male,White,Bachelor's Degree
Apple,200000,7,0,Male,White,PhD
Google,347000,10,10,Male,White,Master's Degree
Google,357000,15,1,Male,White,Master's Degree
Microsoft,180000,0,0,Male,Black,Master's Degree
Facebook,133000,1,1,Female,Asian,Master's Degree
Microsoft,205000,2,2,Male,Hispanic,PhD
Oracle,19000,3,1,Male,Asian,Bachelor's Degree
Microsoft,184000,3,3,Male,White,Bachelor's Degree
Microsoft,202000,0,0,Male,White,PhD
Microsoft,561000,16,4,Male,White,Bachelor's Degree
Microsoft,140000,1,1,Male,Black,Master's Degree
Facebook,998000,30,2,Male,White,Master's Degree
Google,125000,1,0,Male,Asian,Bachelor's Degree
Google,112000,2,2,Male,White,Bachelor's Degree
Microsoft,240000,10,4,Male,White,Master's Degree
Amazon,312000,26,4,Female,White,Bachelor's Degree
Microsoft,48000,4,0,Male,Asian,Bachelor's Degree
Amazon,169000,2,0,Male,Hispanic,Bachelor's Degree
Oracle,84000,10,2,Male,Two Or More,Master's Degree
Facebook,552000,17,0,Male,Black,Bachelor's Degree
Apple,163000,2,2,Male,White,Bachelor's Degree
Google,250000,2,2,Male,Asian,Bachelor's Degree
Oracle,155000,13,4,Male,Asian,Bachelor's Degree
Microsoft,176000,3,1,Female,Asian,Master's Degree
Google,237000,20,3,Male,White,Bachelor's Degree
Amazon,130000,0,0,Male,Asian,Master's Degree
Amazon,191000,6,3,Female,Asian,Master's Degree
Amazon,199000,6,2,Male,Asian,Bachelor's Degree
Google,255000,5,0,Male,Black,Bachelor's Degree
Microsoft,153000,6,2,Male,White,PhD
Amazon,178000,20,4,Male,Asian,Master's Degree
Amazon,192000,8,6,Male,Asian,Master's Degree
Facebook,228000,0,0,Male,White,Bachelor's Degree
Amazon,310000,16,4,Male,Asian,Master's Degree
Google,390000,10,8,Male,White,Master's Degree
Amazon,197000,2,2,Female,Asian,Master's Degree
Facebook,423000,11,6,Male,White,Bachelor's Degree
Google,455000,8,3,Male,White,Bachelor's Degree
Microsoft,47000,1,0,Male,Black,Bachelor's Degree
Google,277000,15,9,Male,White,Bachelor's Degree
Facebook,385000,12,9,Male,White,Master's Degree
Amazon,440000,17,0,Female,White,Master's Degree
Google,202000,5,4,Male,White,PhD
Microsoft,150000,0,0,Male,White,Bachelor's Degree
Microsoft,176000,3,0,Male,White,Master's Degree
Amazon,321000,9,2,Female,Hispanic,Master's Degree
Facebook,271000,5,0,Male,Asian,Bachelor's Degree
Microsoft,185000,8,8,Female,White,Master's Degree
Google,264000,3,2,Male,Asian,Bachelor's Degree
Facebook,183000,3,2,Male,Hispanic,Bachelor's Degree
Microsoft,236000,8,2,Male,Asian,Master's Degree
Amazon,174000,5,3,Male,Asian,Master's Degree
Amazon,260000,16,2,Male,Two Or More,Bachelor's Degree
Facebook,445000,6,6,Male,Asian,Master's Degree
Google,250000,2,1,Other,Two Or More,Master's Degree
Oracle,375000,11,2,Male,Asian,Master's Degree
Apple,290000,12,3,Male,White,Master's Degree
Oracle,390000,15,3,Male,Asian,Master's Degree
Amazon,205000,18,3,Female,White,Master's Degree
Amazon,200000,2,0,Male,Asian,Master's Degree
Amazon,283000,7,0,Male,White,Bachelor's Degree
Google,506000,6,6,Male,Asian,PhD
Apple,280000,5,2,Male,White,Bachelor's Degree
Google,825000,17,1,Male,Asian,Master's Degree
Apple,290000,7,2,Female,Asian,Master's Degree
Oracle,230000,10,1,Male,White,Bachelor's Degree
Facebook,370000,10,5,Male,Asian,Bachelor's Degree
Amazon,168000,4,0,Male,Asian,Master's Degree
Amazon,150000,0,0,Male,White,Bachelor's Degree
Amazon,194000,5,2,Female,Asian,Master's Degree
Facebook,231000,7,0,Male,Asian,Bachelor's Degree
Amazon,265000,14,0,Male,White,Bachelor's Degree
Amazon,240000,5,0,Male,Asian,PhD
Microsoft,210000,15,8,Female,Asian,Master's Degree
Facebook,273000,15,0,Male,White,Bachelor's Degree
Amazon,166000,3,2,Male,Two Or More,Highschool
Microsoft,135000,4,2,Male,Asian,Master's Degree
Amazon,178000,12,2,Female,Asian,Master's Degree
Amazon,525000,15,7,Male,White,PhD
Apple,300000,8,0,Male,Asian,PhD
Google,135000,2,2,Male,Two Or More,Bachelor's Degree
Amazon,145000,10,1,Female,White,Bachelor's Degree
Amazon,102000,5,0,Male,Asian,Bachelor's Degree
Google,356000,18,2,Male,Asian,Bachelor's Degree
Oracle,530000,24,16,Male,Asian,Bachelor's Degree
Microsoft,225000,15,15,Female,White,Bachelor's Degree
Facebook,370000,5,3,Female,Hispanic,Master's Degree
Apple,500000,12,7,Male,Asian,PhD
Google,600000,12,3,Male,Asian,Bachelor's Degree
Microsoft,253000,7,7,Male,White,Bachelor's Degree
Facebook,570000,4,2,Male,Asian,PhD
Oracle,54000,12,3,Male,Asian,Bachelor's Degree
Microsoft,175000,10,0,Male,Hispanic,Master's Degree
Amazon,116000,13,0,Male,White,Master's Degree
Facebook,157000,4,0,Male,White,Bachelor's Degree
Google,335000,10,3,Male,White,Bachelor's Degree
Amazon,144000,2,1,Female,White,Bachelor's Degree
Amazon,452000,20,5,Male,Black,Master's Degree
Amazon,190000,20,2,Male,White,Highschool
Google,150000,7,7,Male,Black,Bachelor's Degree
Amazon,295000,9,9,Male,Asian,Bachelor's Degree
Amazon,210000,10,8,Male,Asian,Master's Degree
Google,464000,9,9,Male,White,PhD
Microsoft,183000,8,8,Male,Two Or More,Bachelor's Degree
Amazon,102000,1,1,Male,White,Bachelor's Degree
Amazon,250000,12,1,Male,Asian,Bachelor's Degree
Amazon,205000,3,3,Male,Asian,Bachelor's Degree
Amazon,175000,6,1,Male,Hispanic,Master's Degree
Amazon,467000,14,5,Male,Hispanic,Master's Degree
Google,600000,25,5,Male,White,Some College
Microsoft,86000,4,0,Male,White,Master's Degree
Microsoft,270000,12,7,Male,Asian,Master's Degree
Amazon,97000,3,3,Female,White,Bachelor's Degree
Facebook,216000,7,0,Female,White,Bachelor's Degree
Microsoft,194000,1,1,Female,Asian,Bachelor's Degree
Apple,640000,10,5,Other,Hispanic,PhD
Amazon,465000,30,7,Male,White,Bachelor's Degree
Apple,450000,4,3,Male,Asian,PhD
Facebook,340000,17,0,Male,Asian,Bachelor's Degree
Google,193000,2,0,Male,Black,Master's Degree
Amazon,97000,5,4,Male,White,Master's Degree
Microsoft,177000,1,0,Male,Asian,Master's Degree
Apple,213000,9,4,Female,Asian,Master's Degree
Microsoft,312000,18,8,Male,White,Bachelor's Degree
Amazon,160000,1,1,Male,Two Or More,Bachelor's Degree
Amazon,210000,10,6,Male,White,Bachelor's Degree
Amazon,241000,4,4,Male,Asian,Bachelor's Degree
Facebook,216000,16,0,Female,Asian,Master's Degree
Amazon,185000,1,1,Male,Asian,Master's Degree
Amazon,320000,6,6,Male,Asian,Master's Degree
Microsoft,244000,5,3,Male,White,Bachelor's Degree
Apple,340000,15,4,Female,Asian,Master's Degree
Amazon,580000,20,5,Female,White,Master's Degree
Facebook,215000,8,6,Male,White,Bachelor's Degree
Oracle,190000,3,0,Male,Asian,Master's Degree
Amazon,85000,5,0,Female,White,Bachelor's Degree
Microsoft,331000,12,8,Female,Asian,Master's Degree
Facebook,168000,0,0,Female,Asian,Bachelor's Degree
Facebook,510000,15,3,Male,Asian,Master's Degree
Facebook,205000,8,1,Female,Asian,Bachelor's Degree
Amazon,155000,9,0,Male,White,Master's Degree
Microsoft,40000,2,1,Male,Asian,Bachelor's Degree
Amazon,575000,15,5,Male,White,Bachelor's Degree
Microsoft,273000,15,0,Male,Hispanic,Master's Degree
Oracle,240000,2,0,Male,Asian,Master's Degree
Oracle,250000,8,1,Male,Asian,Master's Degree
Microsoft,355000,20,20,Male,Asian,Bachelor's Degree
Apple,208000,6,0,Male,White,PhD
Amazon,216000,8,3,Female,Black,Master's Degree
Google,170000,2,2,Female,Asian,Bachelor's Degree
Microsoft,278000,10,2,Male,Asian,Highschool
Amazon,355000,7,1,Female,Asian,Master's Degree
Facebook,406000,5,5,Male,Asian,Master's Degree
Microsoft,251000,21,2,Male,Asian,Master's Degree
Microsoft,223000,15,5,Male,White,Master's Degree
Amazon,315000,10,6,Male,Asian,Bachelor's Degree
Microsoft,510000,11,9,Male,White,Master's Degree
Apple,605000,15,0,Male,Asian,Bachelor's Degree
Microsoft,44000,3,0,Male,Asian,Bachelor's Degree
Facebook,252000,6,1,Male,White,Bachelor's Degree
Google,300000,6,3,Male,White,PhD
Microsoft,206000,15,10,Male,White,Master's Degree
Google,331000,18,2,Male,White,Master's Degree
Amazon,133000,2,1,Male,Hispanic,Bachelor's Degree
Microsoft,185000,8,0,Male,White,Master's Degree
Microsoft,257000,25,13,Male,Asian,Master's Degree
Amazon,150000,0,0,Male,Asian,Bachelor's Degree
Microsoft,160000,1,1,Male,Black,Bachelor's Degree
Amazon,116000,6,0,Male,Asian,Bachelor's Degree
Facebook,327000,2,0,Male,Asian,PhD
Oracle,30000,1,1,Male,Asian,Bachelor's Degree
Microsoft,176000,11,6,Male,Asian,PhD
Amazon,205000,7,0,Male,Asian,Master's Degree
Amazon,450000,15,2,Male,White,Master's Degree
Amazon,173000,0,0,Male,Asian,Bachelor's Degree
Facebook,215000,2,0,Male,Asian,Bachelor's Degree
Google,270000,10,0,Female,White,Bachelor's Degree
Oracle,280000,27,22,Male,Asian,Master's Degree
Google,400000,15,2,Male,White,Master's Degree
Facebook,380000,5,0,Male,Asian,Master's Degree
Facebook,266000,2,2,Male,Asian,Master's Degree
Amazon,210000,1,0,Male,Asian,Bachelor's Degree
Microsoft,252000,10,1,Male,White,Bachelor's Degree
Microsoft,535000,13,13,Male,White,Master's Degree
Microsoft,225000,11,11,Male,Asian,PhD
Microsoft,58000,5,2,Male,Asian,Bachelor's Degree
Google,455000,6,5,Male,White,Bachelor's Degree
Microsoft,202000,4,0,Female,Asian,Master's Degree
Amazon,87000,1,0,Female,White,Bachelor's Degree
Amazon,585000,9,4,Male,Asian,Master's Degree
Amazon,159000,5,0,Male,Asian,Bachelor's Degree
Facebook,150000,14,0,Male,Asian,Bachelor's Degree
Amazon,150000,1,0,Female,Asian,Bachelor's Degree
Microsoft,240000,6,2,Male,Black,Bachelor's Degree
Oracle,190000,0,0,Male,Black,Bachelor's Degree
Amazon,233000,7,0,Male,Asian,Master's Degree
Google,47000,2,0,Male,Asian,Master's Degree
Facebook,264000,3,0,Male,Asian,Master's Degree
Amazon,60000,2,2,Male,Asian,Bachelor's Degree
Google,200000,2,2,Male,Asian,Bachelor's Degree
Oracle,178000,0,0,Female,Asian,Master's Degree
Google,396000,12,12,Male,Asian,Bachelor's Degree
Amazon,213000,5,5,Male,Asian,Master's Degree
Microsoft,193000,25,3,Male,Asian,Bachelor's Degree
Microsoft,650000,30,15,Male,White,Bachelor's Degree
Amazon,170000,4,0,Male,Asian,Master's Degree
Google,195000,3,3,Male,Asian,Master's Degree
Oracle,179000,25,7,Female,Asian,Bachelor's Degree
Facebook,407000,10,2,Male,White,Bachelor's Degree
