company,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Race,Education
Microsoft,216000,15,8,Male,White,Bachelor's Degree
Amazon,310000,15,5,Male,Asian,Master's Degree
Google,190000,0,0,Male,White,PhD
Amazon,150000,7,0,Male,Asian,Bachelor's Degree
Facebook,278000,3,1,Female,White,Bachelor's Degree
Apple,275000,7,1,Male,Asian,Master's Degree
Google,249000,5,4,Male,Two Or More,Bachelor's Degree
Microsoft,248000,15,7,Male,Asian,Master's Degree
Amazon,129000,1,1,Female,Asian,Bachelor's Degree
Apple,310000,10,3,Female,White,Bachelor's Degree
Amazon,160000,5,0,Female,Asian,PhD
Microsoft,172000,0,0,Male,White,Master's Degree
Apple,236000,12,0,Male,White,Master's Degree
Oracle,41000,1,1,Male,Asian,Bachelor's Degree
Amazon,134000,5,3,Male,Asian,Bachelor's Degree
Amazon,161000,0,0,Female,Asian,Master's Degree
Apple,354000,8,4,Male,White,Master's Degree
Oracle,27000,2,1,Male,Hispanic,Bachelor's Degree
Apple,319000,8,8,Male,White,Bachelor's Degree
Microsoft,160000,0,0,Male,Hispanic,Bachelor's Degree
Amazon,153000,1,0,Male,White,Bachelor's Degree
Google,171000,15,0,Male,Hispanic,PhD
Facebook,190000,2,2,Female,Asian,Master's Degree
Amazon,135000,5,5,Male,Asian,Master's Degree
Amazon,208000,3,1,Male,White,Master's Degree
Apple,158000,5,5,Female,Asian,Master's Degree
Microsoft,170000,5,0,Male,White,Bachelor's Degree
Amazon,190000,4,0,Female,Asian,Bachelor's Degree
Amazon,283000,4,4,Male,White,Bachelor's Degree
Apple,263000,10,2,Male,White,Master's Degree
Oracle,250000,20,1,Male,Asian,Master's Degree
Facebook,252000,3,0,Male,Hispanic,Bachelor's Degree
Google,150000,3,2,Male,Hispanic,Highschool
Amazon,374000,14,0,Male,Asian,Master's Degree
Amazon,151000,24,0,Male,Asian,Bachelor's Degree
Microsoft,279000,19,1,Male,Asian,Master's Degree
Google,462000,25,4,Male,White,Bachelor's Degree
Facebook,338000,5,1,Male,Hispanic,PhD
Google,73000,6,1,Male,Asian,Master's Degree
Google,250000,3,0,Female,White,Master's Degree
Apple,359000,6,3,Male,Asian,Master's Degree
Apple,340000,3,3,Male,White,PhD
Amazon,97000,1,0,Male,Asian,Bachelor's Degree
Facebook,180000,1,1,Male,Asian,Master's Degree
Oracle,90000,6,0,Male,Asian,Bachelor's Degree
Facebook,385000,4,4,Female,Asian,Master's Degree
Google,22000,1,1,Male,Asian,PhD
Facebook,1150000,10,10,Male,Two Or More,Master's Degree
Amazon,199000,9,7,Male,Asian,Master's Degree
Amazon,120000,0,0,Male,Asian,Master's Degree
Oracle,75000,1,1,Male,White,Bachelor's Degree
Amazon,112000,9,1,Male,Two Or More,Bachelor's Degree
Amazon,112000,9,1,Male,Two Or More,Bachelor's Degree
Facebook,216000,11,0,Male,White,PhD
Google,281000,8,3,Female,Hispanic,Master's Degree
Google,178000,1,1,Male,White,Master's Degree
Amazon,485000,14,8,Male,Asian,Master's Degree
Amazon,66000,3,0,Male,Asian,Bachelor's Degree
Amazon,182000,5,2,Male,Asian,Master's Degree
Amazon,192000,3,1,Male,Asian,Master's Degree
Microsoft,205000,4,4,Male,White,Bachelor's Degree
Amazon,370000,9,4,Male,Asian,Master's Degree
Amazon,206000,0,0,Male,Asian,Master's Degree
Google,262000,12,11,Male,White,Some College
Google,197000,3,3,Male,White,Bachelor's Degree
Microsoft,140000,5,2,Male,Asian,Master's Degree
Facebook,240000,15,4,Male,White,Bachelor's Degree
Microsoft,172000,3,1,Female,Asian,Master's Degree
Microsoft,178000,6,3,Male,Asian,Master's Degree
Amazon,181000,1,0,Male,Asian,Bachelor's Degree
Apple,215000,12,12,Male,Asian,Master's Degree
Facebook,199000,8,6,Female,Asian,Master's Degree
Apple,205000,3,1,Male,Asian,Master's Degree
Microsoft,98000,10,0,Male,White,Master's Degree
Google,235000,2,0,Male,Asian,Master's Degree
Amazon,275000,6,0,Female,White,Bachelor's Degree
Oracle,370000,15,0,Female,Hispanic,Master's Degree
Facebook,260000,10,0,Female,White,Bachelor's Degree
Amazon,144000,2,2,Female,Asian,Bachelor's Degree
Amazon,67000,5,0,Male,Hispanic,Master's Degree
Facebook,500000,16,2,Male,White,Master's Degree
Google,261000,10,1,Male,Asian,Master's Degree
Facebook,240000,8,2,Female,Black,PhD
Microsoft,190000,6,6,Male,Asian,Master's Degree
Microsoft,140000,6,2,Male,Asian,Master's Degree
Facebook,157000,6,1,Male,Hispanic,Bachelor's Degree
Facebook,155000,6,4,Male,White,Bachelor's Degree
Google,146000,4,3,Male,White,Bachelor's Degree
Amazon,109000,0,0,Male,White,Bachelor's Degree
Apple,144000,7,0,Female,Black,Master's Degree
Facebook,290000,5,5,Female,Asian,Master's Degree
Apple,580000,15,3,Male,Asian,PhD
Microsoft,175000,0,0,Female,Asian,Bachelor's Degree
Amazon,280000,20,4,Female,Asian,Master's Degree
Facebook,226000,5,3,Male,Asian,Master's Degree
Amazon,446000,6,5,Male,Asian,Master's Degree
Amazon,130000,14,0,Male,Asian,Bachelor's Degree
Facebook,220000,3,2,Male,White,Master's Degree
Amazon,230000,10,1,Male,Asian,Bachelor's Degree
Apple,246000,12,1,Male,White,Bachelor's Degree
Apple,155000,2,1,Male,White,Bachelor's Degree
Google,275000,20,10,Male,White,Master's Degree
Apple,230000,3,2,Male,Hispanic,Bachelor's Degree
Amazon,250000,8,4,Female,Hispanic,Master's Degree
Amazon,170000,11,2,Male,Asian,Master's Degree
Microsoft,194000,4,0,Male,Black,Master's Degree
Apple,150000,12,3,Female,Asian,Bachelor's Degree
Amazon,405000,14,0,Male,Asian,Master's Degree
Amazon,348000,14,0,Male,Asian,Master's Degree
Apple,183000,6,1,Female,Asian,Master's Degree
Facebook,167000,9,1,Female,Asian,Bachelor's Degree
Oracle,82000,10,5,Female,White,Bachelor's Degree
Oracle,221000,8,1,Male,White,Bachelor's Degree
Apple,310000,15,5,Male,Asian,Master's Degree
Apple,220000,8,0,Male,White,Bachelor's Degree
Apple,349000,4,4,Male,White,PhD
Apple,339000,8,0,Male,Hispanic,Bachelor's Degree
Apple,410000,17,6,Male,Asian,Bachelor's Degree
Google,308000,3,0,Male,Asian,Bachelor's Degree
Amazon,234000,3,3,Male,Asian,Master's Degree
Apple,223000,2,2,Male,White,Bachelor's Degree
Apple,232000,10,2,Male,Asian,PhD
Google,200000,5,2,Male,White,Bachelor's Degree
Apple,218000,15,4,Male,Asian,Master's Degree
Amazon,242000,4,0,Male,Asian,Some College
Amazon,166000,2,0,Male,Asian,Master's Degree
Microsoft,152000,5,5,Female,White,Bachelor's Degree
Microsoft,200000,15,2,Male,Black,Master's Degree
Apple,219000,6,6,Female,Asian,Master's Degree
Amazon,190000,6,2,Male,White,PhD
Apple,310000,8,4,Male,White,Master's Degree
Amazon,121000,5,0,Male,Asian,Master's Degree
Amazon,204000,3,0,Male,Asian,Bachelor's Degree
Google,350000,8,2,Male,Asian,Master's Degree
Oracle,230000,7,0,Male,Asian,Bachelor's Degree
Apple,176000,4,0,Male,Asian,Bachelor's Degree
Microsoft,160000,1,1,Male,White,Bachelor's Degree
Apple,470000,17,1,Male,Asian,Bachelor's Degree
Amazon,156000,15,6,Male,Asian,Master's Degree
Amazon,41000,1,1,Male,White,Highschool
Oracle,87000,7,0,Male,Asian,Bachelor's Degree
Apple,140000,12,7,Male,Asian,Master's Degree
Amazon,106000,2,2,Male,White,Highschool
Google,266000,4,0,Male,White,Bachelor's Degree
Microsoft,181000,4,4,Male,White,Bachelor's Degree
Amazon,30000,1,1,Male,Asian,Bachelor's Degree
Oracle,180000,1,1,Female,Asian,Master's Degree
Microsoft,191000,0,0,Male,White,Master's Degree
Oracle,205000,0,0,Male,White,Bachelor's Degree
Amazon,165000,6,0,Male,White,Master's Degree
Facebook,177000,5,2,Male,Asian,Bachelor's Degree
Facebook,380000,6,0,Male,Asian,Bachelor's Degree
Facebook,820000,15,0,Female,Asian,Master's Degree
Microsoft,294000,20,16,Male,Asian,Master's Degree
Facebook,203000,4,0,Female,Asian,Bachelor's Degree
Microsoft,161000,1,1,Female,White,Bachelor's Degree
Facebook,140000,1,1,Female,Asian,Bachelor's Degree
Google,330000,5,5,Male,Hispanic,Bachelor's Degree
Google,170000,0,0,Male,White,Bachelor's Degree
Google,182000,2,1,Male,White,Some College
Microsoft,150000,10,5,Male,White,Master's Degree
Google,188000,5,3,Male,Asian,Bachelor's Degree
Google,420000,13,8,Male,Asian,Master's Degree
Microsoft,215000,9,3,Male,Asian,Master's Degree
Facebook,215000,10,0,Male,Asian,Bachelor's Degree
Amazon,175000,7,1,Female,Asian,Master's Degree
Oracle,210000,20,2,Female,White,Bachelor's Degree
Google,247000,12,2,Male,White,Bachelor's Degree
Google,220000,5,1,Male,Asian,Master's Degree
Facebook,69000,3,1,Female,Hispanic,Bachelor's Degree
Amazon,210000,0,0,Male,Asian,PhD
Microsoft,198000,10,1,Female,White,Master's Degree
Google,181000,4,2,Male,White,Bachelor's Degree
Amazon,323000,0,0,Male,Asian,PhD
Apple,270000,24,5,Female,Asian,Bachelor's Degree
Facebook,373000,5,4,Male,White,Master's Degree
Oracle,170000,7,5,Female,Asian,Master's Degree
Microsoft,154000,2,2,Male,Asian,Master's Degree
Amazon,61000,20,0,Male,White,Some College
Microsoft,203000,7,4,Male,Asian,Master's Degree
Apple,148000,4,0,Male,Asian,Master's Degree
Google,163000,0,0,Male,Asian,Bachelor's Degree
Amazon,200000,5,5,Male,Asian,Bachelor's Degree
Oracle,210000,5,0,Male,Asian,Master's Degree
Google,250000,6,6,Male,Asian,Bachelor's Degree
Microsoft,131000,7,5,Male,Two Or More,Master's Degree
Amazon,180000,0,0,Male,White,Master's Degree
Amazon,79000,0,0,Male,White,Bachelor's Degree
Facebook,107000,0,0,Male,Asian,Master's Degree
Apple,677000,10,8,Female,White,PhD
Facebook,405000,11,0,Male,Asian,Master's Degree
Amazon,158000,0,0,Male,Black,Bachelor's Degree
Facebook,235000,8,0,Male,White,Master's Degree
Google,306000,8,0,Male,White,Master's Degree
Amazon,112000,7,0,Female,Asian,Master's Degree
Facebook,205000,8,1,Female,White,Master's Degree
Microsoft,141000,7,5,Male,White,Highschool
Facebook,293000,11,2,Male,White,Bachelor's Degree
Google,102000,2,1,Male,Asian,Master's Degree
Microsoft,395000,14,1,Male,Asian,Master's Degree
Microsoft,78000,8,8,Male,Asian,Bachelor's Degree
Facebook,300000,12,3,Male,Hispanic,Bachelor's Degree
Facebook,344000,6,0,Male,Asian,PhD
Microsoft,146000,8,4,Male,White,Master's Degree
Microsoft,160000,5,2,Male,Asian,Master's Degree
Microsoft,274000,20,0,Female,Asian,Master's Degree
Microsoft,248000,12,5,Male,White,Master's Degree
Microsoft,183000,1,1,Male,White,Bachelor's Degree
Microsoft,170000,1,1,Male,Asian,Bachelor's Degree
Facebook,226000,5,3,Male,Asian,Master's Degree
Google,174000,1,1,Female,Asian,PhD
Google,350000,15,10,Male,White,Master's Degree
Google,256000,5,0,Male,Asian,PhD
Amazon,150000,5,4,Female,White,Bachelor's Degree
Oracle,210000,10,1,Female,Asian,Master's Degree
Google,170000,0,0,Male,Asian,Bachelor's Degree
Google,198000,2,0,Male,Asian,Master's Degree
Facebook,290000,20,1,Female,White,Highschool
Amazon,270000,3,3,Male,Asian,Master's Degree
Facebook,229000,6,0,Female,Asian,Bachelor's Degree
Google,550000,10,10,Male,Asian,Bachelor's Degree
Microsoft,180000,10,0,Male,White,Some College
Google,252000,10,10,Male,Asian,Bachelor's Degree
Amazon,220000,10,10,Male,Asian,Master's Degree
Apple,250000,10,1,Male,Hispanic,Master's Degree
Google,235000,3,3,Male,White,Bachelor's Degree
Microsoft,182000,2,0,Male,White,Bachelor's Degree
Google,175000,1,1,Male,Asian,Master's Degree
Amazon,200000,9,4,Male,Asian,Master's Degree
Amazon,136000,9,3,Male,Asian,Bachelor's Degree
Amazon,185000,10,9,Male,Asian,Master's Degree
Microsoft,230000,4,0,Male,Asian,Master's Degree
Facebook,117000,5,4,Female,Hispanic,Bachelor's Degree
Microsoft,152000,0,0,Male,Hispanic,Bachelor's Degree
Google,231000,4,0,Male,Hispanic,Bachelor's Degree
Apple,270000,7,0,Female,Black,Master's Degree
Google,308000,11,1,Male,Asian,Master's Degree
Amazon,163000,0,0,Male,White,Bachelor's Degree
Amazon,148000,1,1,Male,Asian,Master's Degree
Facebook,320000,20,2,Male,White,Bachelor's Degree
Google,149000,3,2,Male,Asian,Bachelor's Degree
Facebook,389000,10,4,Male,White,Master's Degree
Microsoft,619000,20,9,Male,White,PhD
Amazon,220000,2,2,Male,Asian,Bachelor's Degree
Amazon,156000,2,2,Female,Asian,Master's Degree
Google,282000,14,3,Male,White,Bachelor's Degree
Amazon,153000,3,0,Male,Asian,Master's Degree
Apple,340000,10,4,Other,Two Or More,Master's Degree
Oracle,136000,10,1,Male,Asian,Master's Degree
Amazon,210000,3,0,Male,Asian,Master's Degree
Apple,251000,5,1,Male,Hispanic,Master's Degree
Google,195000,0,0,Male,Hispanic,Bachelor's Degree
Google,80000,4,2,Male,Asian,Bachelor's Degree
Amazon,235000,8,0,Male,White,Bachelor's Degree
Apple,450000,10,2,Female,White,Master's Degree
Amazon,235000,10,5,Female,White,Bachelor's Degree
Apple,330000,6,6,Male,Asian,Master's Degree
Google,320000,8,0,Male,Two Or More,Bachelor's Degree
Google,340000,12,2,Male,White,Master's Degree
Google,260000,5,2,Female,Two Or More,Bachelor's Degree
Google,170000,0,0,Male,Asian,Bachelor's Degree
Google,155000,0,0,Male,White,Master's Degree
Facebook,244000,4,0,Male,Asian,Master's Degree
Microsoft,390000,20,12,Male,Asian,Master's Degree
Facebook,105000,8,3,Male,White,Bachelor's Degree
Apple,145000,3,1,Female,Asian,Master's Degree
Amazon,98000,7,0,Female,Hispanic,Master's Degree
Facebook,256000,0,0,Female,Asian,PhD
Microsoft,229000,16,16,Male,White,Bachelor's Degree
Google,340000,5,4,Male,Asian,Bachelor's Degree
Google,176000,1,1,Male,Asian,Master's Degree
Google,261000,3,3,Male,Asian,Bachelor's Degree
Microsoft,150000,4,0,Male,Asian,Master's Degree
Amazon,156000,1,0,Male,Asian,Bachelor's Degree
Apple,173000,8,1,Male,White,Bachelor's Degree
Amazon,277000,14,3,Female,Asian,Master's Degree
Oracle,114000,3,3,Male,White,Bachelor's Degree
Google,209000,1,1,Female,Hispanic,Bachelor's Degree
Facebook,120000,8,3,Male,Asian,Bachelor's Degree
Google,350000,7,4,Female,Asian,PhD
Apple,144000,0,0,Male,White,Bachelor's Degree
Amazon,189000,3,2,Male,Asian,Master's Degree
Apple,500000,12,3,Male,Asian,Master's Degree
Google,202000,4,2,Male,White,Bachelor's Degree
Microsoft,229000,15,4,Male,Asian,Master's Degree
Amazon,163000,1,0,Male,Asian,Master's Degree
Google,217000,7,3,Female,Asian,Master's Degree
Facebook,330000,7,3,Male,White,Master's Degree
Microsoft,126000,7,3,Female,Black,Bachelor's Degree
Google,236000,3,2,Male,Two Or More,Master's Degree
Google,500000,13,1,Male,White,PhD
Microsoft,70000,10,7,Male,Two Or More,Master's Degree
Apple,355000,9,2,Male,White,PhD
Microsoft,25000,1,1,Female,Asian,Master's Degree
Amazon,160000,2,0,Female,White,Master's Degree
Microsoft,154000,2,2,Female,Asian,Master's Degree
Microsoft,169000,0,0,Male,Asian,Bachelor's Degree
Amazon,200000,20,1,Female,White,Bachelor's Degree
Google,143000,0,0,Male,Black,Bachelor's Degree
Google,78000,6,0,Female,Asian,Master's Degree
Apple,300000,7,2,Male,Asian,Master's Degree
Amazon,231000,7,7,Female,White,Master's Degree
Google,320000,3,3,Male,White,Bachelor's Degree
Amazon,220000,3,3,Female,Asian,Master's Degree
Microsoft,78000,3,1,Female,Black,Master's Degree
Microsoft,212000,5,0,Male,Hispanic,Master's Degree
Oracle,171000,7,4,Male,Asian,Master's Degree
Google,122000,3,1,Female,White,Bachelor's Degree
Facebook,280000,3,2,Male,White,Master's Degree
Microsoft,165000,3,2,Male,Asian,Master's Degree
Amazon,124000,5,0,Male,White,Master's Degree
Google,152000,0,0,Male,White,Bachelor's Degree
Microsoft,155000,2,2,Male,Hispanic,Highschool
Microsoft,167000,4,0,Male,Asian,Master's Degree
Amazon,190000,15,0,Male,Asian,Bachelor's Degree
Google,191000,4,1,Male,Asian,Bachelor's Degree
Amazon,205000,10,1,Male,Two Or More,Bachelor's Degree
Oracle,144000,20,13,Female,White,Some College
Amazon,38000,2,2,Male,Asian,Bachelor's Degree
Apple,310000,8,3,Male,Asian,Master's Degree
Amazon,100000,0,0,Male,Asian,Master's Degree
Amazon,85000,0,0,Male,Asian,Master's Degree
Oracle,131000,30,6,Male,White,Master's Degree
Microsoft,160000,3,0,Male,Asian,Master's Degree
Google,265000,6,3,Male,Asian,Bachelor's Degree
Google,215000,5,2,Male,Asian,Bachelor's Degree
Amazon,147000,0,0,Male,Asian,Master's Degree
Apple,194000,5,2,Male,White,Bachelor's Degree
Amazon,350000,20,1,Male,White,Master's Degree
Microsoft,270000,8,2,Male,White,PhD
Amazon,236000,16,0,Male,White,Master's Degree
Google,225000,2,0,Male,Asian,Master's Degree
Google,176000,1,1,Male,White,Bachelor's Degree
Amazon,240000,8,1,Male,Asian,Master's Degree
Microsoft,180000,8,2,Male,White,Bachelor's Degree
Oracle,320000,15,7,Male,White,Bachelor's Degree
Oracle,185000,15,1,Male,Asian,Bachelor's Degree
Google,300000,7,3,Male,Asian,Master's Degree
Microsoft,218000,14,5,Male,White,Master's Degree
Google,180000,18,1,Male,White,Master's Degree
Microsoft,215000,4,2,Male,Asian,Master's Degree
Google,110000,0,0,Male,Asian,Bachelor's Degree
Microsoft,215000,2,2,Male,Asian,Bachelor's Degree
Google,150000,4,1,Male,White,Bachelor's Degree
Google,250000,12,3,Male,White,Bachelor's Degree
Google,150000,5,3,Male,Asian,Bachelor's Degree
Google,483000,14,6,Male,White,Master's Degree
Google,500000,11,2,Male,Hispanic,Bachelor's Degree
Amazon,460000,16,8,Male,Asian,Master's Degree
Google,327000,15,2,Male,White,Some College
Google,335000,15,5,Male,White,Bachelor's Degree
Apple,302000,9,5,Male,Asian,Bachelor's Degree
Oracle,200000,5,2,Female,Asian,Master's Degree
Amazon,450000,24,3,Other,Two Or More,Some College
Apple,200000,4,1,Male,Asian,Bachelor's Degree
Google,605000,20,1,Male,Two Or More,Master's Degree
Google,336000,8,6,Male,Hispanic,Bachelor's Degree
Microsoft,175000,5,5,Male,Asian,Master's Degree
Facebook,252000,2,2,Female,Hispanic,Bachelor's Degree
Google,106000,1,1,Male,Asian,Bachelor's Degree
Microsoft,153000,1,1,Male,Asian,Bachelor's Degree
Google,257000,14,2,Male,Asian,Master's Degree
Google,275000,9,3,Male,Asian,Master's Degree
Amazon,210000,6,4,Male,Asian,Master's Degree
Apple,255000,20,8,Male,Asian,Master's Degree
Google,163000,5,0,Female,Asian,Bachelor's Degree
Facebook,221000,3,0,Male,Asian,PhD
Google,170000,0,0,Female,Asian,Bachelor's Degree
Amazon,119000,6,4,Male,White,Master's Degree
Google,580000,8,8,Male,White,Bachelor's Degree
Oracle,183000,5,0,Male,Asian,Master's Degree
Amazon,220000,2,2,Male,White,PhD
Amazon,165000,1,0,Male,Asian,Master's Degree
Amazon,200000,5,2,Female,Asian,Master's Degree
Google,213000,2,2,Female,Asian,Bachelor's Degree
Apple,270000,5,0,Female,White,Master's Degree
Apple,425000,5,1,Male,Asian,Master's Degree
Amazon,500000,20,0,Male,White,Master's Degree
Google,244000,7,2,Male,Hispanic,Bachelor's Degree
Oracle,156000,12,3,Female,Asian,Master's Degree
Amazon,358000,9,3,Female,Hispanic,Bachelor's Degree
Microsoft,150000,18,0,Male,Black,Some College
Google,163000,8,5,Male,White,Master's Degree
Amazon,193000,8,0,Male,White,Bachelor's Degree
Facebook,280000,6,0,Female,Black,Master's Degree
Apple,170000,1,0,Female,Two Or More,Bachelor's Degree
Amazon,254000,7,7,Male,Asian,Bachelor's Degree
Google,180000,6,0,Male,Asian,Master's Degree
Microsoft,258000,17,0,Male,White,Bachelor's Degree
Facebook,270000,6,0,Male,Asian,Master's Degree
Amazon,135000,4,0,Male,Asian,Master's Degree
Facebook,480000,8,0,Female,Black,Master's Degree
Apple,328000,15,10,Female,Two Or More,Bachelor's Degree
Facebook,380000,9,0,Male,White,Master's Degree
Google,366000,15,2,Male,White,Bachelor's Degree
Google,310000,8,6,Male,White,Bachelor's Degree
Google,265000,7,0,Male,Hispanic,Bachelor's Degree
Microsoft,153000,0,0,Male,Asian,Bachelor's Degree
Oracle,205000,2,0,Male,Asian,Bachelor's Degree
Microsoft,159000,4,1,Female,Asian,Master's Degree
Google,308000,8,5,Male,White,Bachelor's Degree
Google,250000,9,3,Male,White,PhD
Apple,290000,10,10,Male,Asian,Master's Degree
Amazon,143000,1,1,Female,Asian,Bachelor's Degree
Google,333000,5,4,Male,White,Master's Degree
Microsoft,320000,20,16,Male,White,Master's Degree
Google,277000,12,2,Male,White,Master's Degree
Microsoft,171000,5,3,Male,White,Bachelor's Degree
Amazon,370000,14,0,Male,Asian,Master's Degree
Amazon,195000,3,3,Male,Asian,Master's Degree
Google,186000,0,0,Female,Asian,Bachelor's Degree
Amazon,173000,2,1,Male,Two Or More,Bachelor's Degree
Amazon,179000,2,1,Female,Asian,Bachelor's Degree
Amazon,138000,0,0,Male,Asian,Master's Degree
Google,550000,17,11,Male,Asian,Bachelor's Degree
Apple,350000,9,5,Male,Asian,Master's Degree
Microsoft,300000,20,17,Male,Two Or More,Bachelor's Degree
Amazon,157000,7,1,Male,Black,Some College
Amazon,212000,7,0,Male,White,Bachelor's Degree
Facebook,201000,2,0,Male,White,Master's Degree
Google,420000,7,5,Male,White,Master's Degree
Amazon,174000,2,0,Male,White,Bachelor's Degree
Apple,290000,8,0,Female,Asian,Master's Degree
Amazon,400000,15,0,Male,Hispanic,Bachelor's Degree
Google,378000,10,4,Male,White,Highschool
Oracle,275000,4,0,Male,Asian,Master's Degree
Google,163000,9,2,Male,White,Master's Degree
Oracle,145000,2,1,Male,Asian,Master's Degree
Microsoft,95000,0,0,Male,Asian,Bachelor's Degree
Oracle,50000,1,1,Female,Hispanic,Bachelor's Degree
Google,219000,6,1,Female,Asian,Master's Degree
Google,206000,4,2,Male,White,Highschool
Google,184000,1,0,Male,Two Or More,Master's Degree
Google,200000,2,2,Female,White,Bachelor's Degree
Google,170000,0,0,Female,Asian,Bachelor's Degree
Amazon,212000,2,2,Female,White,Bachelor's Degree
Amazon,230000,12,1,Female,White,Bachelor's Degree
Microsoft,136000,6,0,Male,Asian,Master's Degree
Google,280000,2,0,Female,Asian,Master's Degree
Amazon,185000,4,4,Female,White,Master's Degree
Google,205000,9,9,Male,Asian,PhD
Microsoft,152000,0,0,Male,White,Master's Degree
Google,255000,3,2,Male,White,Master's Degree
Amazon,334000,8,0,Male,Asian,Master's Degree
Microsoft,196000,0,0,Male,Hispanic,Bachelor's Degree
Google,527000,15,10,Male,White,PhD
Google,219000,1,0,Male,Black,Bachelor's Degree
Google,173000,1,1,Male,White,Bachelor's Degree
Facebook,500000,16,2,Male,White,Master's Degree
Google,345000,10,1,Male,White,Bachelor's Degree
Amazon,235000,19,3,Male,White,Master's Degree
Amazon,300000,9,5,Male,Asian,Master's Degree
Apple,425000,14,5,Male,White,PhD
Microsoft,180000,0,0,Female,Black,Bachelor's Degree
Google,170000,0,0,Male,Hispanic,Bachelor's Degree
Amazon,156000,0,0,Male,Asian,Master's Degree
Microsoft,181000,10,1,Male,White,Bachelor's Degree
Amazon,30000,2,2,Male,Asian,Bachelor's Degree
Amazon,160000,1,1,Male,Asian,Bachelor's Degree
Amazon,235000,8,3,Male,Asian,Bachelor's Degree
Facebook,292000,8,0,Male,White,Bachelor's Degree
Microsoft,193000,5,5,Female,White,Master's Degree
Google,290000,9,8,Male,White,Master's Degree
Amazon,166000,0,0,Female,Asian,Master's Degree
Google,160000,5,0,Male,Asian,Bachelor's Degree
Microsoft,250000,15,1,Female,White,Bachelor's Degree
Apple,182000,5,1,Male,Asian,Master's Degree
Google,255000,7,1,Male,White,Bachelor's Degree
Google,300000,10,3,Male,Asian,Bachelor's Degree
Google,339000,7,7,Male,Asian,Bachelor's Degree
Facebook,246000,2,2,Male,Asian,Master's Degree
Apple,83000,5,1,Female,White,Bachelor's Degree
Facebook,220000,10,1,Male,White,Bachelor's Degree
Amazon,154000,2,0,Male,Asian,Master's Degree
Microsoft,160000,0,0,Female,Asian,Master's Degree
Oracle,213000,6,0,Female,Asian,PhD
Microsoft,233000,18,10,Male,Asian,Bachelor's Degree
Oracle,277000,15,2,Female,Black,Bachelor's Degree
Facebook,270000,2,2,Male,Asian,Bachelor's Degree
Google,292000,3,3,Male,Asian,Master's Degree
Facebook,164000,2,0,Female,Asian,Bachelor's Degree
Microsoft,233000,10,4,Male,Hispanic,Bachelor's Degree
Microsoft,151000,3,2,Female,Asian,Master's Degree
Amazon,183000,9,7,Male,Asian,Bachelor's Degree
Oracle,1050000,15,3,Male,Asian,Bachelor's Degree
Apple,172000,1,0,Female,Hispanic,Bachelor's Degree
Amazon,130000,5,0,Male,Asian,Master's Degree
Facebook,397000,7,3,Male,Hispanic,Some College
Amazon,240000,6,4,Male,Asian,Master's Degree
Amazon,120000,14,0,Male,White,Master's Degree
Amazon,192000,12,2,Male,White,Master's Degree
Oracle,134000,13,2,Male,Asian,Master's Degree
Microsoft,161000,1,0,Male,Black,Bachelor's Degree
Microsoft,185000,1,1,Male,Asian,Bachelor's Degree
Amazon,131000,2,2,Male,White,Bachelor's Degree
Microsoft,257000,25,5,Male,White,Bachelor's Degree
Amazon,191000,4,1,Female,White,Bachelor's Degree
Microsoft,250000,8,4,Male,Asian,Master's Degree
Apple,248000,12,12,Male,White,Bachelor's Degree
Amazon,231000,14,0,Male,White,Bachelor's Degree
Microsoft,135000,3,1,Female,Asian,Master's Degree
Amazon,350000,5,5,Female,Asian,Master's Degree
Microsoft,44000,7,3,Male,Asian,Bachelor's Degree
Google,260000,5,3,Female,Black,Master's Degree
Amazon,365000,10,0,Male,White,Master's Degree
Google,153000,3,3,Male,Hispanic,Bachelor's Degree
Microsoft,220000,7,5,Male,Hispanic,Bachelor's Degree
Apple,201000,10,1,Male,Asian,Master's Degree
Amazon,230000,8,8,Female,White,Bachelor's Degree
Amazon,257000,3,1,Male,Asian,Master's Degree
Google,200000,1,1,Male,Asian,Master's Degree
Google,187000,0,0,Male,Hispanic,Master's Degree
Microsoft,162000,1,1,Male,White,Bachelor's Degree
Amazon,126000,0,0,Female,Asian,Bachelor's Degree
Microsoft,129000,5,1,Female,Asian,Master's Degree
Microsoft,129000,5,1,Female,Asian,Master's Degree
Microsoft,192000,2,0,Male,Asian,Master's Degree
Google,450000,10,3,Male,Asian,Master's Degree
Microsoft,200000,2,2,Male,Asian,Bachelor's Degree
Microsoft,112000,2,2,Male,White,Highschool
Amazon,128000,5,1,Male,Asian,Master's Degree
Amazon,138000,1,1,Male,Two Or More,Bachelor's Degree
Google,200000,10,4,Male,White,Bachelor's Degree
Microsoft,158000,0,0,Male,Asian,Bachelor's Degree
Microsoft,150000,5,2,Female,Asian,Master's Degree
Microsoft,150000,4,2,Male,Black,Bachelor's Degree
Facebook,301000,5,1,Male,Asian,PhD
Amazon,257000,20,6,Male,Hispanic,Master's Degree
Google,271000,8,3,Female,Asian,Bachelor's Degree
Apple,300000,9,5,Male,Asian,Master's Degree
Microsoft,262000,4,4,Male,White,Master's Degree
Amazon,190000,5,0,Female,White,Bachelor's Degree
Amazon,164000,5,1,Female,Asian,Master's Degree
Amazon,129000,13,0,Female,Asian,Bachelor's Degree
